id,name,category,city,country,latitude,longitude,website,email,phone,social,verified
1060,Aura BioBalance,Health & Wellbeing,Panamá,Panama,9.015265500000002,-79.4649575,https://aurabiobalance.com/,,,,False
1061,Aura Beauty Salon,Health & Wellbeing,Panamá,Panama,8.9942522,-79.5098196,,,+507 6792-5695,,False
1062,Aura Posada Spa,Health & Wellbeing,Panamá,Panama,8.9784426,-79.5113636,,,+507 6263-7337,,False
1063,AURA Obarrio,Other,Panamá,Panama,8.9884302,-79.5188191,https://auraobarrio.com/,,+507 301-0011,,False
1064,Aurora Panamá,Other,Panamá,Panama,9.0273805,-79.52359109999999,https://aurorapma.com/,,+507 6579-0489,,False
1065,Aurea,Other,Panamá,Panama,8.9808928,-79.51000630000001,http://desarrolladora-aurea.com/,,+507 202-2080,,False
1066,Villa Aura,Accommodation,Sapphire,Saint Lucia,13.7610384,-61.0212361,http://airbnb.com/h/aura-villa,,+1 758-716-8598,,False
1067,Aura Energy Limited,Other,,Trinidad and Tobago,10.4005653,-61.47859329999999,,,,,False
1068,Aura Solution Company Limited,Other,Washington,United States,38.9005046,-77.0384718,http://www.aura.co.th/,,+1 267-696-0444,,False
1069,AURA Corporate Headquarters,Creative Industries,Washington,United States,38.8963689,-77.0310413,http://www.aura-astronomy.org/,,+1 202-483-2101,,False
1070,Aura Bar & Lounge,Event Management,Washington,United States,38.9587442,-77.0843502,https://aurabardc.com/,,+1 202-525-4525,,False
1071,Aura spa - Logan Circle,Health & Wellbeing,Washington,United States,38.9101462,-77.0342187,https://auraspa.net/logan-circle/?utm_source=extnet&utm_medium=yext,,+1 202-588-5557,,False
1072,Aura spa - U Street,Health & Wellbeing,Washington,United States,38.9167819,-77.0376355,https://auraspa.net/u-street/?utm_source=extnet&utm_medium=yext,,+1 202-232-6620,,False
1073,"AURA (North, Main Entrance)",Other,Washington,United States,38.8971951,-77.0307026,https://www.aura-astronomy.org/,,+1 202-483-2101,,False
1074,Aurora Salon,Health & Wellbeing,Washington,United States,38.9000532,-77.00131019999999,https://www.aurorasalondc.com/,,+1 202-525-4944,,False
1075,Aura Studio Designs,Creative Industries,Washington,United States,38.91064830000001,-76.99773359999999,,,+1 240-421-9180,,False
1076,Aura Indian Food Paradise,Other,Ashburn,United States,39.0138055,-77.4611271,https://www.auraashburn.com/,,+1 703-842-7500,,False
1077,Assocation of Universities for Research in Astronomy,Other,Washington,United States,38.89634119999999,-77.03116870000001,,,+1 202-483-2101,,False
1078,Waldorf Astoria Washington DC,Other,Washington,United States,38.894108,-77.027582,https://www.hilton.com/en/hotels/dcawawa-waldorf-astoria-washington-dc/?SEO_id=GMB-AMER-WA-DCAWAWA&y_source=1_NDAwNzQzNTktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,+1 202-695-1100,,False
1079,Aurae,Other,Washington,United States,38.9437242,-77.0612477,,,+1 804-244-1185,,False
1080,Aura New York,Other,New York,United States,40.7467751,-73.99327,https://auranewyork.com/,,+1 917-727-5250,,False
1081,Aura International Inc.,Other,New York,United States,40.7573938,-73.9806151,,,+1 212-944-8491,,False
1082,Aura Merchandising Ltd,Other,New York,United States,40.7412103,-74.00673859999999,http://www.auralimited.com/,,+1 212-760-0803,,False
1083,aura,Health & Wellbeing,New York,United States,40.7438875,-73.9850604,,,+1 929-357-2773,,False
1084,AURA Tapas & Cocktail Bar,Other,New York,United States,40.7269507,-73.9860185,http://www.aurabarandkitchen.com/,,+1 646-573-5578,,False
1085,"Aura Home, Inc.",Other,New York,United States,40.7195239,-73.9998387,https://auraframes.com/,,,,False
1086,Love Letter NYC: Aura Experience,Other,New York,United States,40.7190176,-73.9912931,https://www.loveletter.nyc/,,+1 646-585-8347,,False
1087,Aura Mirrors,Other,New York,United States,40.7338569,-74.003074,,,+1 917-704-7519,,False
1088,Aura Reading NYC,Health & Wellbeing,New York,United States,40.76461949999999,-73.9803238,http://aurareadingnyc.com/,,,,False
1089,Aura Lounge,Event Management,Clifton,United States,40.8850832,-74.1492573,https://www.auraloungenj.com/,,+1 973-400-0333,,False
1090,Aura Frames,Other,New York,United States,40.7281197,-73.99161149999999,http://auraframes.com/,,+1 800-778-7879,,False
1091,"One Aura Holdings, LLC",Other,,United States,40.6720401,-73.9310927,https://oneauraholdings.com/,,+1 866-271-6653,,False
1092,Aura Hotel Times Square,Accommodation,New York,United States,40.7564316,-73.98428679999999,https://www.aurahotelnyc.com/,,+1 212-710-7000,,False
1093,Aura Cocina,Other,,United States,40.7092108,-73.9350019,https://auracocinanyc.com/,,+1 718-736-3054,,False
1094,Aura Coffee and Bar,Health & Wellbeing,,United States,40.6764739,-73.9625935,https://www.instagram.com/aura_coffee_bk,,+1 347-365-7365,,False
1095,Aura Media,Creative Industries,,United States,40.7472718,-73.95587189999999,http://auramedia.us/,,+1 917-331-3537,,False
1096,Aura Photo Pros,Health & Wellbeing,Los Angeles,United States,34.04423240000001,-118.4531667,https://auraphotopros.com/,,+1 747-444-7274,,False
1097,Hollywood Aura Photography,Health & Wellbeing,Los Angeles,United States,34.0840604,-118.360066,https://hollywoodaura.com/,,+1 424-542-7727,,False
1098,Auragami,Other,Los Angeles,United States,34.0652905,-118.2373771,http://auragami.la/,,,,False
1099,Aura photography and reading,Other,Los Angeles,United States,34.0441362,-118.4533103,,,+1 323-345-7373,,False
1100,The Aura Journey: Event Aura Photography Experience,Other,Glendale,United States,34.1765377,-118.2887646,https://www.theaurajourney.com/,,+1 818-813-1274,,False
1101,Hotel Aurora,Accommodation,Nuuk,Greenland,64.1652597,-51.7381095,https://www.hotel-aurora.gl/,,+299 36 22 90,,False
1102,Aura Salón by Marleny,Other,San Juan,Puerto Rico,18.4243674,-66.0587544,,,+1 787-662-1872,,False
1103,Aura Club Mayagüez,Other,Mayagüez,Puerto Rico,18.2009856,-67.1377054,http://fb.me/AuraClubPR,,+1 787-579-1198,,False
1104,Aurora,Other,San Juan,Puerto Rico,18.4510371,-66.0800879,https://www.instagram.com/auroralacerra?igsh=OTV5MzBmaHdlZWMz,,,,False
1105,Plaza Aura,Other,San Juan del Río,Mexico,20.3801287,-99.9865414,,,+52 427 272 4274,,False
1106,Aura Med Clinic,Health & Wellbeing,Ponce,Puerto Rico,18.0098606,-66.6020675,https://auramedclinicpr.com/,,+1 787-931-7309,,False
1107,Aurora Boutique,Other,San Juan,Puerto Rico,18.3995926,-66.10450159999999,,,+1 787-428-1212,,False
1108,Aura,Other,Braddon,Australia,-35.2741702,149.1336148,http://thisisaura.com/,,,,False
1109,Aurabox,Other,Symonston,Australia,-35.334175,149.1657717,http://aurabox.cloud/,,,,False
1110,J.Aura,Other,Canberra,Australia,-35.3075194,149.1100125,https://www.j-aura.com.au/,,+61 433 467 136,,False
1111,Aura Group,Other,Sydney,Australia,-33.8667645,151.209816,https://www.aura.co/,,+61 2 9199 8888,,False
1112,Aura,Other,Pyrmont,Australia,-33.8636746,151.1948953,http://thisisaura.com/,,,,False
1113,Aura Online Digital Agency Sydney,Other,Sydney,Australia,-33.8684708,151.2050309,http://auraonline.com.au/,,+61 435 619 455,,False
1114,AURA,Other,Ultimo,Australia,-33.879286,151.196234,https://aura.travel/,,+61 2 8002 5400,,False
1115,AURA by Aqualand,Other,North Sydney,Australia,-33.8346177,151.2089165,https://aurasydney.com.au/,,+61 1800 207 778,,False
1116,Aura Nightclub,Event Management,Darlinghurst,Australia,-33.8814119,151.2173385,https://auranightclub.com.au/,,+61 423 447 872,,False
1117,Aurora Rooftop Hotel,Accommodation,Surry Hills,Australia,-33.8841261,151.2084186,http://www.aurorahotel.com.au/,,+61 2 9211 3462,,False
1118,AURA by Aqualand Display Showroom,Other,North Sydney,Australia,-33.8347534,151.2090783,https://aurasydney.com.au/enquire/,,+61 1800 207 778,,False
1119,Aurora Place,Other,Sydney,Australia,-33.8647133,151.2120189,http://www.auroraplace.com.au/,,+61 2 8243 4400,,False
1120,Aura Aquarium,Other,Moorebank,Australia,-33.9307241,150.9410906,http://www.auraaquarium.com/,,+61 411 576 508,,False
1121,AURA Migration Services,Other,Parramatta,Australia,-33.814349,151.0090789,https://auramigrationservices.com.au/,,+61 433 986 780,,False
1122,Aura Electrical Group,Other,Illawong,Australia,-34.0012551,151.0230092,http://auraelectricalgroup.com.au/,,+61 482 075 604,,False
1123,Aurora People Pty Ltd,Other,Sydney,Australia,-33.8684088,151.2073994,http://www.aurorapeople.com.au/,,+61 428 534 948,,False
1124,Aurora Digital Sydney,Other,Parramatta,Australia,-33.8156786,151.0101769,http://www.auroradigitalsydney.com.au/,,+61 435 552 365,,False
1125,Ora Restaurant,Other,Waterloo,Australia,-33.8974442,151.210175,http://orasydney.com.au/,,+61 2 6261 0088,,False
1126,Aurora Ventures,Other,Sydney,Australia,-33.863638,151.2049168,https://www.aurora-ventures.com/Contact,,+61 2 8074 6876,,False
1127,AurA Hair & Body,Health & Wellbeing,Crows Nest,Australia,-33.8302234,151.2023296,http://www.aurahairandbody.com.au/,,+61 2 9955 5055,,False
1128,Aurora Financial Group,Other,Sydney,Australia,-33.8623272,151.2080953,http://www.aurorafinancial.com.au/,,,,False
1129,Aura Home South Melbourne Concept Store,Other,South Melbourne,Australia,-37.8319375,144.9591016,https://www.aurahome.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb_south-melbourne,,+61 3 9558 0765,,False
1130,Aura on Flinders,Other,Melbourne,Australia,-37.8201858,144.9564628,http://www.auraonflinders.com.au/,,+61 3 8648 4178,,False
1131,Aura Beverage Co,Other,South Melbourne,Australia,-37.8307863,144.9559712,,,+61 3 9681 8224,,False
1132,Aura & Co,Other,Cheltenham,Australia,-37.9493397,145.0645686,https://auraandco.com.au/,,+61 3 9078 2014,,False
1133,Aura Home Office,Other,Heatherton,Australia,-37.9481049,145.0821887,https://www.aurahome.com.au/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb,,+61 1300 304 269,,False
1134,Aura Home Hawksburn Concept Store,Other,Toorak,Australia,-37.8480169,145.0041084,https://www.aurahome.com.au/,,+61 3 9551 7695,,False
1135,Aura Properties Australia,Cities & Developments,Williams Landing,Australia,-37.8667871,144.7463543,https://auraproperties.com.au/,,+61 433 237 444,,False
1136,Aura Information Security,Other,Melbourne,Australia,-37.8182249,144.9617661,https://www.aurainfosec.com/,,+61 3 8652 1243,,False
1137,Aurarum Pty Ltd,Other,Ringwood,Australia,-37.8284053,145.215227,https://aurarum.com.au/,,+61 3 0000 0000,,False
1138,Aurum Aura Pty Ltd,Other,Camberwell,Australia,-37.836699,145.0978232,,,+61 456 831 383,,False
1139,Aurora Melbourne Central,Other,Melbourne,Australia,-37.8097352,144.9624679,,,+61 497 777 057,,False
1140,Aurora,Other,Docklands,Australia,-37.8186894,144.9468471,https://www.development.vic.gov.au/projects/docklands,,+61 3 8317 3400,,False
1141,Aura Wellness Massage Center,Health & Wellbeing,Ormond,Australia,-37.9041483,145.0434159,,,+61 416 794 582,,False
1142,Aurà,Other,Tarneit,Australia,-37.8536495,144.66587,https://www.aurafragrancesoflife.com/,,+61 412 101 096,,False
1143,Aura Skin Boutique,Health & Wellbeing,Essendon North,Australia,-37.7403906,144.9005129,https://auraskinboutique.com.au/,,+61 450 000 083,,False
1144,AURA CURRY HOUSE AND CAFE - Indian Cuisine Restaurant,Other,Dandenong,Australia,-37.9843682,145.2142402,https://auracurryhousecafe.com/,,+61 3 8774 4913,,False
1145,Aura Mind Body Soul,Health & Wellbeing,Altona,Australia,-37.868226,144.8302548,https://aura-mind-body-soul.me/,,+61 3 9398 8609,,False
1146,Aura & Stone,Other,Epping,Australia,-37.6414773,145.0026789,,,,,False
1147,Aurora Foods Pty Ltd,Other,Coburg North,Australia,-37.726119,144.9529441,https://www.aurorafoods.com.au/,,+61 3 9350 1800,,False
1148,EdroloHQ,Other,Melbourne,Australia,-37.8085405,144.9685306,http://edrolo.com.au/,,+61 1300 337 656,,False
1149,Aurora Funds Management,Other,Melbourne,Australia,-37.8318044,144.970969,https://www.aurorafunds.com.au/contact-us/,,+61 1300 553 431,,False
1150,Aura Holdings,Other,Coorparoo,Australia,-27.4887109,153.0545611,https://auraholdings.com.au/,,+61 7 3397 2930,,False
1151,Aura Education,Other,Fortitude Valley,Australia,-27.4565383,153.0350623,https://aura.edu.au/,,+61 482 036 611,,False
1152,Oaks Brisbane Aurora Suites,Other,Brisbane City,Australia,-27.4654214,153.0303564,http://oakshotels.com/en/oaks-aurora-tower?utm_description=GoogleMyBusiness&utm_campaign=GMBAurora&utm_source=GoogleMyBusiness&utm_medium=GMBAurora,,+61 1300 661 903,,False
1153,Stockland Aura Vision Centre & Display Village,Accommodation,Bells Creek,Australia,-26.8209449,153.0641318,https://www.stockland.com.au/residential/qld/aura?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness,,+61 135263,,False
1154,AURA WASHROOMS,Other,Strathpine,Australia,-27.3038926,152.9880201,http://aurawashrooms.com.au/,,+61 7 3881 1350,,False
1155,Aura Bar,Other,Brisbane City,Australia,-27.459406,153.030936,,,+61 7 3831 6661,,False
1156,It's A Wrap Fiji,Other,Suva,Fiji,-18.1094873,178.4461463,https://devhousebyitsawrap.com/,,+679 944 4307,,False
1157,aurora mirage apartments,Creative Industries,Nadi,Fiji,-17.7980659,177.4139177,,,,,False
1158,Aura Information Security,Other,Wellington,New Zealand,-41.2808898,174.7761633,https://www.aurainfosec.com/,,+64 4 894 3755,,False
1159,Aura Hotel,Accommodation,Wellington,New Zealand,-41.2913504,174.7773019,http://rivers-guest-house.wellington-hotels-guide.com/en/,,+64 4 333 0591,,False
1160,Auror,Other,Auckland,New Zealand,-36.8449853,174.7694146,https://www.auror.co/,,,,False
1161,Auror,Other,Auckland,New Zealand,-36.8449853,174.7694146,http://www.auror.co/,,,,False
1162,Aura Apartments,Creative Industries,Auckland,New Zealand,-36.8511495,174.7591033,,,,,False
1163,Aura-Soma NZ,Health & Wellbeing,Auckland,New Zealand,-36.7117663,174.7485405,http://www.aura-soma.co.nz/,,+64 27 887 8894,,False
1164,Aura,Other,Auckland,New Zealand,-36.9076503,174.8148255,https://www.aura.com.au/contact-aura/,,+64 9 579 0246,,False
1165,Aurae Ltd,Other,Auckland,New Zealand,-36.7531399,174.704464,https://www.aurae.co.nz/,,+64 9 972 2897,,False
1166,Beauty Aura Medi Spa,Health & Wellbeing,Auckland,New Zealand,-36.8842309,174.7317382,https://www.beautyaura.co.nz/,,+64 20 4035 6327,,False
1167,Aura Information Security,Other,Auckland,New Zealand,-36.8480771,174.758638,https://www.aurainfosec.com/,,+64 800 287 212,,False
1168,Aura,Other,Auckland,New Zealand,-36.8932537,174.8303241,https://www.btl-aura.co.nz/contact-aura/,,+64 9 579 0246,,False
1169,Aura Cars,Other,Auckland,New Zealand,-36.9805237,174.8759411,http://www.auracars.co.nz/,,+64 800 287 222,,False
1170,Akura Dining & Lounge Bar,Event Management,Port Moresby,Papua New Guinea,-9.476603100000002,147.1489725,,,+675 7320 7777,,False
1171,Le Aura Inn,Other,Vaitele,Samoa,-13.8346907,-171.8183502,,,+685 22221,,False
1172,A & A Retailer (Tonga) Ltd,Other,Nuku'alofa,Tonga,-21.1453882,-175.205028,http://www.aagroup.to/,,+676 22-331,,False
1173,Emerald Hotel,Accommodation,Nuku'alofa,Tonga,-21.1347696,-175.1955068,,,+676 22-888,,False
1174,Tanoa International Dateline Hotel,Accommodation,Nuku'alofa,Tonga,-21.1352765,-175.1946697,http://www.tanoadateline.com/,,+676 23-411,,False
1175,Leiola,Other,Nuku'alofa,Tonga,-21.1413491,-175.1862288,https://leiola.com/,,,,False
1176,AURORA KAVA BAR - NAMBURU,Other,Port Vila,Vanuatu,-17.7195321,168.3149558,,,+678 522 0196,,False
1177,Ora Partners Cook Islands Limited,Creative Industries,Avarua,Cook Islands,-21.2012338,-159.805944,http://www.ora-partners.com/,,+682 27 047,,False
1178,Avarua,Other,Avarua,Cook Islands,-21.2056839,-159.7850102,,,,,False
1179,Kia Orana Villas and Spa,Health & Wellbeing,Rarotonga,Cook Islands,-21.2077856,-159.791048,https://kiaoranavillas.com/,,+682 54 341,,False
1180,Aura,Other,C1407EJN,Argentina,-34.6280619,-58.4774099,http://www.auraonline.com.ar/,,+54 9 11 2778-1150,,False
1181,AURA Edificios,Other,Villa Madero,Argentina,-34.6977352,-58.5066844,https://www.auraedificios.com.ar/,,+54 9 11 3080-0532,,False
1182,AURA,Other,Buenos Aires,Argentina,-34.5854472,-58.41147519999999,,,,,False
1183,Aura Olivos,Other,Olivos,Argentina,-34.5064383,-58.4831311,https://grupochomer.com/,,,,False
1184,Aura Group srl,Other,Buenos Aires,Argentina,-34.5597126,-58.46206240000001,,,+54 11 3965-7849,,False
1185,Aura,Other,C1414CWF,Argentina,-34.5863993,-58.4363815,,,,,False
1186,El Aura SA,Other,Buenos Aires,Argentina,-34.5997615,-58.3931511,,,+54 11 4816-5348,,False
1187,AURA Diseño y Comunicación,Other,Castelar,Argentina,-34.639114,-58.62706129999999,https://www.facebook.com/aurasublimaciones/,,+54 9 11 6592-1332,,False
1188,Auren,Other,Buenos Aires,Argentina,-34.6024473,-58.3710256,https://auren.com/ar/,,+54 11 6011-9638,,False
1189,AURA NEGOCIOS INMOBILIARIOS,Other,Buenos Aires,Argentina,-34.5694054,-58.44648579999999,https://www.instagram.com/julieta.broker/,,+54 9 11 4179-1421,,False
1190,Aura SRL,Other,Buenos Aires,Argentina,-34.6173506,-58.4288826,,,+54 11 4903-4705,,False
1191,AURA,Other,Vicente López,Argentina,-34.5306199,-58.4702478,,,,,False
1192,Torres Aura,Other,La Paz,Bolivia,-16.562489,-68.0915614,,,,,False
1193,Aura by GTN,Other,La Paz,Bolivia,-16.5423329,-68.0915618,,,,,False
1194,Aura Restaurante,Other,La Paz,Bolivia,-16.5431961,-68.0796427,https://linktr.ee/aurarest,,+591 77782800,,False
1195,Aura Laser e Estética Avançada - Jardim Botânico,Other,,Brazil,-15.8699984,-47.8215824,,,+55 61 99654-7575,,False
1196,Aura Fashion Store,Other,,Brazil,-15.7982442,-47.91980479999999,http://www.aurafashionstore.com.br/,,+55 61 98311-8292,,False
1197,Luxe Aura - Beleza,Other,,Brazil,-15.8225691,-47.92839739999999,,,+55 61 98180-2425,,False
1198,Aura - Design Criativo,Creative Industries,,Brazil,-15.8381822,-48.03804220000001,,,+55 61 99800-9570,,False
1199,Aura Decora,Other,,Brazil,-15.7991901,-47.9217561,,,+55 61 98208-0811,,False
1200,Agência Aurora Marketing e Consultoria,Other,,Brazil,-15.7917014,-47.9136163,http://www.vendacomaurora.com.br/,,+55 61 99815-0456,,False
1201,AURA ateliê oral,Health & Wellbeing,,Brazil,-15.7869309,-47.88925159999999,http://www.auraodontologia.com.br/,,+55 61 3033-5979,,False
1202,AURA BEAUTY,Health & Wellbeing,,Brazil,-15.7987919,-47.8948349,https://instagram.com/aylon.aylon?igshid=NTc4MTIwNjQ2YQ==,,+55 61 99106-0415,,False
1203,Aura Swimwear,Other,,Brazil,-22.9845958,-43.2022359,https://www.auraswimwear.com.br/,,+55 21 99940-6123,,False
1204,Aura spa,Health & Wellbeing,,Brazil,-22.9694715,-43.1845783,https://linktr.ee/aura.spa,,+55 21 97704-7115,,False
1205,AURA BRASIL - TRANSPORTES MÁQUINAS E EQUIPAMENTOS LTDA,Other,,Brazil,-22.8173989,-43.3103875,http://www.aurabrasil.com.br/,,+55 21 3452-8879,,False
1206,Aura,Other,,Brazil,-23.0165111,-43.4662041,https://aura.jbandrade.com.br/,,+55 21 3139-9700,,False
1207,Aura Design,Creative Industries,,Brazil,-22.9160419,-43.2094026,http://www.auradesign.com.br/,,+55 21 2504-2153,,False
1208,AURA headquarters.,Creative Industries,,Brazil,-23.5303759,-46.69806699999999,,,+55 11 94990-9314,,False
1209,Studio Aura,Creative Industries,,Brazil,-23.5307511,-46.6618651,https://creativeaura.com.br/,,+55 11 3661-6183,,False
1210,Aura Investimentos,Other,,Brazil,-23.5371441,-46.673181,http://www.aurainvestimentos.com.br/,,+55 11 3392-5750,,False
1211,Aura Brazil Comércio Internacional,Other,,Brazil,-21.1882866,-47.795324,https://www.aurabrazil.com/,,+55 16 3100-0054,,False
1212,Aura Galeria,Creative Industries,,Brazil,-23.557718,-46.664872,http://aura.art.br/,,+55 11 3034-3825,,False
1213,Aura Spa,Health & Wellbeing,,Brazil,-23.5846932,-46.64703979999999,http://auraspa.com.br/,,+55 11 93422-1020,,False
1214,Aura Pacaembu Perdizes,Other,,Brazil,-23.5371037,-46.6675446,http://cyrelaperdizes.habitatinnov.com/,,+55 11 97053-8128,,False
1215,AURA SIGNATURES,Other,,Brazil,-23.5688611,-46.6904946,https://www.aurasignatures.com.br/,,+55 17 99144-6840,,False
1216,Aura Soma Artworks Brasil,Health & Wellbeing,,Brazil,-23.61151,-46.708134,http://www.aura-soma.com.br/,,+55 11 3759-0047,,False
1217,Aura criativos,Other,,Brazil,-23.5524279,-46.6290009,http://www.auracriativos.com.br/,,+55 11 95197-0036,,False
1218,Aura Soma Artworks Brasil,Creative Industries,,Brazil,-23.5950511,-46.6700651,,,+55 11 3045-1155,,False
1219,La Bella Aura,Other,,Brazil,-23.567364,-46.6577572,https://www.instagram.com/labellaaura_mentoria/,,+55 11 94376-7628,,False
1220,IMPORTADORA Y COMERCIALIZADORA AURA SPA,Health & Wellbeing,Santiago,Chile,-33.4511395,-70.67328599999999,,,+56 9 7267 2376,,False
1221,Aura Club | Centro de Eventos y Discoteca en Vitacura,Other,Vitacura,Chile,-33.3817958,-70.5453806,https://auraclub.cl/,,+56 9 8901 8185,,False
1222,Aura Ltda,Other,Santiago,Chile,-33.4488928,-70.6692793,,,+56 9 6660 2852,,False
1223,Aura Chile S.A.,Other,Las Condes,Chile,-33.4279839,-70.5733468,,,,,False
1224,Aura Estudios Santiago,Creative Industries,Santiago,Chile,-33.4459231,-70.6347712,,,+56 9 7495 1708,,False
1225,Aura Pilates Studio,Health & Wellbeing,Las Condes,Chile,-33.4181781,-70.5923602,https://aurapilates.cl/,,+56 9 2627 4048,,False
1226,Aura Empresarial,Other,Bogotá,Colombia,4.6772504,-74.0835596,http://auraempresarial.com/,,,,False
1227,Edificio Aura,Other,Quito,Ecuador,-0.1938579,-78.4782146,http://www.alvarezbravo.com.ec/,,+593 99 596 9598,,False
1228,Aura Imports,Other,Quito,Ecuador,-0.1432648,-78.4829613,,,+593 93 999 1234,,False
1229,Vesijue!!,Other,Quito,Ecuador,-0.1981092,-78.4811364,,,,,False
1230,Aurora Rush Makeup Studio,Creative Industries,Georgetown,Guyana,6.8196091,-58.11038669999999,,,+592 663 1772,,False
1231,Aura Boutique,Other,Asunción,Paraguay,-25.2894315,-57.64922190000001,https://instagram.com/auraconfecciones?utm_medium=copy_link,,+595 981 851964,,False
1232,Aura Paraguay,Other,Asunción,Paraguay,-25.2829867,-57.5623157,,,,,False
1233,Aura audiovisual,Other,Asunción,Paraguay,-25.3009391,-57.5498696,http://www.auraaudiovisual.com/,,,,False
1234,Áurea Network,Other,Asunción,Paraguay,-25.2972094,-57.581014,,,+595 972 560010,,False
1235,Aura Esthetic Center,Other,Asunción,Paraguay,-25.2873566,-57.55696440000001,,,+595 971 100940,,False
1236,AURA Japandi Residences,Other,Asunción,Paraguay,-25.2968481,-57.5765396,,,,,False
1237,Estudio Aura,Creative Industries,Asunción,Paraguay,-25.2860983,-57.6396495,,,+595 972 110759,,False
1238,Aura Face Lab - Shopping Mariscal,Other,Asunción,Paraguay,-25.2945262,-57.5816407,https://www.instagram.com/aurafacelab?igsh=MWZhODAxeXE4OGdqMA==,,+595 971 100940,,False
1239,Inversiones Aura Peru SAC,Other,La Victoria,Peru,-12.06534,-77.02919720000001,https://inversionesauraperu.com/,,,,False
1240,AURA DISEÑO Y ARQUITECTURA,Other,Ate,Peru,-12.0697154,-76.9860344,http://www.auraperusac.com/,,,,False
1241,Aura Systems,Other,Santiago de Surco,Peru,-12.0809624,-76.9667351,https://www.aurasystemsperu.com/,,+51 1 7392521,,False
1242,Aura,Other,Lima,Peru,-12.114534,-77.027091,,,,,False
1243,"Edificio ""Aura del Sur""",Other,Miraflores,Peru,-12.123957,-77.02129959999999,,,+51 920 568 339,,False
1244,AURA INGENIERÍA PERÚ S.A.C.,Other,Santiago de Surco,Peru,-12.1119413,-76.9902484,http://www.aura.cl/,,,,False
1245,AURA INTERNATIONAL SAC,Other,Los Olivos,Peru,-11.9585869,-77.0641508,,,+51 993 816 522,,False
1246,AURA MARKET PERU,Other,Breña,Peru,-12.0664573,-77.054745,,,,,False
1247,Aura Store - Tienda de ropa y zapatos de dama Huaycan,Other,Ate,Peru,-12.0123733,-76.8240816,https://www.facebook.com/aurastore.pee,,+51 930 525 889,,False
1248,Aura Studio Perú,Health & Wellbeing,San Miguel,Peru,-12.0872179,-77.0751884,https://www.instagram.com/aurastudio_peru/,,+51 972 402 092,,False
1249,Consultorio Médico Tu Aura Wellness,Health & Wellbeing,Miraflores,Peru,-12.1211103,-77.0364829,https://www.tuaura.com/,,+51 983 232 939,,False
1250,Novias AURA,Other,Lima,Peru,-12.047206,-77.029825,,,+51 923 127 914,,False
1251,Aura salon spa,Health & Wellbeing,Lima,Peru,-11.9893357,-77.0654596,,,,,False
1252,Aura Andina,Other,Santiago de Surco,Peru,-12.1313061,-76.98247219999999,,,+51 954 827 341,,False
1253,Aurea Peru,Other,Lima,Peru,-12.0565092,-76.94990279999999,https://www.aureaperu.com/,,+51 975 468 565,,False
1254,AURA,Other,Cusco,Peru,-13.523322,-71.97426519999999,,,+51 992 767 390,,False
1255,Aura Restobar Cusco,Other,Cusco,Peru,-13.5141716,-71.9740758,,,+51 992 447 272,,False
1256,Surora Exchange,Other,Paramaribo,Suriname,5.8295974,-55.1568103,,,+597 477-965,,False
1257,Aurora hair boutique,Other,Paramaribo,Suriname,5.8152957,-55.1771241,,,+597 889-0975,,False
1258,Aura,Other,Montevideo,Uruguay,-34.8356352,-56.20686420000001,https://aura.com.uy/,,+598 92 430 558,,False
1259,Aurora Ideas,Other,Montevideo,Uruguay,-34.8972206,-56.1419541,https://auroraideas.com/,,+598 98 665 724,,False
1260,Aura Studio | Salón de uñas,Health & Wellbeing,Montevideo,Uruguay,-34.9212723,-56.1595036,https://aurastudio.site.agendapro.com/uy,,+598 91 759 987,,False
1261,Aura Los Caracas,Other,Los Caracas,Venezuela,10.6271733,-66.5714386,https://auralg.com/,,+58 424-2022524,,False
